frequency,power
4.527181580674024e+16,0.0
4.6060820062271064e+16,0.0
4.686357520682969e+16,0.0
4.768032089305137e+16,0.0
4.8511300950275176e+16,0.0
4.93567634573347e+16,0.0
5.0216960816621256e+16,0.0
5.1092149829433944e+16,0.0
5.19825917726449e+16,0.0
5.288855247670024e+16,0.0
5.381030240498054e+16,0.0
5.47481167345447e+16,0.0
5.5702275438278936e+16,0.0
5.667306336848183e+16,0.0
5.766077034190177e+16,0.0
5.8665691226259016e+16,0.0
5.968812602827294e+16,0.0
6.07283799832282e+16,0.0
6.1786763646097016e+16,0.0
6.286359298425203e+16,0.0
6.395918947179446e+16,0.0
6.507388018552622e+16,0.0
6.62079979025952e+16,0.0
6.7361881199839624e+16,0.0
6.853587455486918e+16,0.0
6.973032844890246e+16,0.0
7.0945599471399896e+16,0.0
7.218205042651678e+16,0.0
7.344005044141752e+16,0.0
7.471997507647158e+16,0.0
7.602220643737307e+16,0.0
7.734713328921363e+16,0.0
7.869515117254346e+16,0.0
8.006666252145568e+16,0.0
8.146207678372552e+16,0.0
8.288181054304976e+16,0.0
8.432628764341006e+16,0.0
8.57959393156077e+16,0.0
8.729120430599936e+16,0.0
8.881252900748373e+16,0.0
9.036036759276368e+16,0.0
9.19351821499347e+16,0.0
9.353744282043558e+16,0.0
9.516762793940328e+16,0.0
9.682622417847483e+16,0.0
9.851372669107394e+16,0.0
1.0023063926023768e+17,0.0
1.0197747444901154e+17,0.0
1.0375475375347043e+17,0.0
1.0556300775840152e+17,0.0
1.0740277629570883e+17,0.0
1.0927460860556998e+17,0.0
1.1117906350040597e+17,0.0
1.1311670953170768e+17,0.0
1.1508812515976989e+17,0.0
1.1709389892638445e+17,0.0
1.1913462963053832e+17,0.0
1.2121092650718334e+17,0.0
1.2332340940911198e+17,0.0
1.2547270899200771e+17,0.0
1.2765946690272051e+17,0.0
1.2988433597081843e+17,0.0
1.3214798040348803e+17,0.0
1.344510759838211e+17,0.0
1.3679431027256237e+17,0.0
1.3917838281337234e+17,0.0
1.4160400534166845e+17,0.0
1.440719019971004e+17,0.0
1.4658280953973994e+17,0.0
1.491374775700269e+17,0.0
1.517366687525543e+17,0.0
1.5438115904375373e+17,0.0
1.570717379235425e+17,0.0
1.5980920863102064e+17,0.0
1.6259438840426304e+17,0.0
1.6542810872429702e+17,0.0
1.6831121556333072e+17,0.0
1.7124456963730902e+17,0.0
1.742290466628642e+17,0.0
1.7726553761875846e+17,0.0
1.803549490118693e+17,0.0
1.8349820314781728e+17,0.0
1.8669623840631027e+17,0.0
1.8995000952127946e+17,0.0
1.9326048786591206e+17,0.0
1.9662866174263706e+17,0.0
2.0005553667817197e+17,0.0
2.035421357237106e+17,0.0
2.0708949976034218e+17,0.0
2.1069868780979546e+17,0.0
2.143707773505896e+17,0.0
2.181068646397123e+17,0.0
2.2190806503988704e+17,0.0
2.257755133525544e+17,0.0
2.2971036415664563e+17,0.0
2.3371379215327888e+17,0.0
2.3778699251644458e+17,0.0
2.419311812498114e+17,0.0
2.461475955497494e+17,0.0
2.504374941746797e+17,0.0
2.5480215782086317e+17,0.0
2.592428895047283e+17,0.0
2.6376101495188307e+17,0.0
2.683578829928858e+17,0.0
2.7303486596592586e+17,0.0
2.7779336012650976e+17,0.0
2.8263478606430902e+17,0.0
2.8756058912725098e+17,0.0
2.925722398530116e+17,0.0
2.976712344080266e+17,0.0
3.028590950341533e+17,0.0
3.081373705031195e+17,0.0
3.135076365788806e+17,0.0
3.1897149648805875e+17,0.0
3.245305813985572e+17,0.0
3.301865509065298e+17,0.0
3.359410935318227e+17,0.0
3.41795927222077e+17,0.0
3.477527998655898e+17,0.0
3.5381348981312794e+17,0.0
3.599798064088322e+17,0.0
3.662535905303749e+17,0.0
3.7263671513853395e+17,0.0
3.791310858363304e+17,0.0
3.857386414379404e+17,0.0
3.924613545474928e+17,0.0
3.993012321479713e+17,0.0
4.062603162003619e+17,0.0
4.1334068425327443e+17,0.0
4.2054445006315616e+17,0.0
4.278737642253307e+17,0.0
4.353308148160321e+17,0.0
4.4291782804562765e+17,0.0
4.506370689232292e+17,0.0
4.584908419328691e+17,0.0
4.664814917214973e+17,0.0
4.746114037989322e+17,0.0
4.828830052500329e+17,0.0
4.9129876545925926e+17,0.0
4.998611968479e+17,0.0
5.0857285562410944e+17,0.0
5.1743634254603546e+17,0.0
5.2645430369824403e+17,0.0
5.356294312816751e+17,0.0
5.4496446441737005e+17,0.0
5.544621899641851e+17,0.0
5.641254433507998e+17,0.0
5.73957109422182e+17,0.0
5.839601233008316e+17,0.0
5.94137471263006e+17,0.0
6.044921916302646e+17,0.0
6.150273756765034e+17,0.0
6.257461685508212e+17,0.0
6.36651770216465e+17,0.0
6.477474364061396e+17,0.0
6.590364795939717e+17,0.0
6.705222699843867e+17,0.0
6.822082365182739e+17,0.0
6.940978678966327e+17,0.0
7.061947136220925e+17,0.0
7.185023850585505e+17,0.0
7.31024556509333e+17,0.0
7.437649663140911e+17,0.0
7.567274179648417e+17,0.0
7.699157812414528e+17,0.0
7.833339933669183e+17,0.0
7.969860601827744e+17,0.0
8.108760573449676e+17,0.0
8.250081315406304e+17,0.0
8.393865017259981e+17,0.0
8.54015460385939e+17,0.0
8.688993748153951e+17,0.0
8.840426884232259e+17,0.0
8.994499220587053e+17,0.0
9.151256753611724e+17,0.0
9.310746281331967e+17,0.0
9.473015417376759e+17,0.0
9.638112605192895e+17,0.0
9.806087132506868e+17,0.0
9.976989146039581e+17,0.0
1.0150869666476799e+18,0.0
1.0327780603700494e+18,0.0
1.0507774772286397e+18,0.0
